Name,Time,Batt_Volt,Temp,pH,pHmv,Cond,DOpct,DOmgl,DOgain,Turb,Depth,Lat_dd,Long_dd,GPStime,Num_Sats
WNF-S007,6/21/18 14:30,13.85111,23.29,7.77,-96.1,1.182,133.6,11.36,-999,1.2,1.745,41.12735,-73.80826,182940,10
WNF-S007,6/21/18 14:15,13.75693,23.01,7.79,-97.4,1.18,133.9,11.45,-999,1.5,1.749,41.12735,-73.80824,181440,10
WNF-S007,6/21/18 14:00,13.9233,23.13,7.81,-98.4,1.18,140.4,11.97,-999,1.6,1.754,41.12734,-73.80823,175940,10
WNF-S007,6/21/18 13:45,13.88492,23.04,7.79,-97.2,1.18,139.8,11.94,-999,1,1.755,41.12735,-73.80827,174440,9
WNF-S007,6/21/18 13:30,13.92873,23.06,7.79,-97,1.184,139.4,11.9,-999,1.3,1.758,41.12735,-73.80826,172940,10
WNF-S007,6/21/18 13:15,13.67915,23.22,7.78,-96.5,1.184,138.6,11.8,-999,1.4,1.763,41.12734,-73.80826,171440,10
WNF-S007,6/21/18 13:00,13.57274,23.26,7.76,-95.4,1.179,127.7,10.86,-999,1.3,1.762,41.1273,-73.80823,165940,10
WNF-S007,6/21/18 12:45,13.6605,23.06,7.75,-94.7,1.18,118.9,10.15,-999,1.2,1.769,41.1273,-73.80823,164440,10
WNF-S007,6/21/18 12:30,14.04912,22.93,7.74,-93.9,1.175,129.1,11.05,-999,1.6,1.762,41.12732,-73.80821,162940,9
WNF-S007,6/21/18 12:15,13.53351,22.99,7.75,-94.5,1.181,128.3,10.97,-999,1.7,1.769,41.12734,-73.80823,161440,8
WNF-S007,6/21/18 12:00,13.82667,22.99,7.75,-94.6,1.182,130.7,11.18,-999,1.5,1.775,41.12731,-73.80826,155940,10
WNF-S007,6/21/18 11:45,13.84343,23.04,7.77,-95.7,1.178,135.8,11.6,-999,1.7,1.776,41.12733,-73.80827,154440,10
WNF-S007,6/21/18 11:30,14.09823,22.93,7.75,-94.8,1.184,132,11.3,-999,1.5,1.781,41.12732,-73.80824,152940,10
WNF-S007,6/21/18 11:15,13.61027,22.87,7.76,-95.3,1.189,131.3,11.26,-999,1.2,1.779,41.12731,-73.80821,151440,9
WNF-S007,6/21/18 11:00,13.57621,22.91,7.78,-96.4,1.183,132.9,11.38,-999,1.5,1.779,41.1273,-73.80823,145940,8
WNF-S007,6/21/18 10:45,13.45968,22.95,7.79,-96.8,1.179,130.8,11.19,-999,1.8,1.781,41.12732,-73.80823,144440,10
WNF-S007,6/21/18 10:30,14.18559,22.82,7.78,-96.4,1.188,135,11.58,-999,1.7,1.782,41.12731,-73.80822,142940,9
WNF-S007,6/21/18 10:15,13.69796,22.68,7.81,-98,1.186,133.8,11.51,-999,1.7,1.782,41.12734,-73.80826,141440,10
WNF-S007,6/21/18 10:00,13.54834,22.74,7.82,-98.6,1.186,124,10.65,-999,1.8,1.782,41.12731,-73.80822,135940,9
WNF-S007,6/21/18 9:45,13.54834,22.95,7.82,-99.1,1.177,122.2,10.46,-999,1.5,1.779,41.12734,-73.80826,134440,8
WNF-S007,6/21/18 9:30,13.48739,22.79,7.83,-99.3,1.184,132,11.33,-999,1.7,1.777,41.12734,-73.80827,132940,8
WNF-S007,6/21/18 9:15,14.0803,22.74,7.82,-98.6,1.186,131.6,11.3,-999,1.7,1.78,41.12735,-73.8083,131440,8
WNF-S007,6/21/18 9:00,13.78662,22.66,7.84,-100,1.184,134.1,11.54,-999,1.4,1.78,41.12736,-73.80832,125940,8
WNF-S007,6/21/18 8:45,13.57051,22.71,7.92,-104.5,1.171,131,11.26,-999,1.7,1.783,41.12731,-73.80823,124440,8
WNF-S007,6/21/18 8:30,13.3544,22.71,7.89,-103,1.173,133.3,11.46,-999,2,1.779,41.12734,-73.80821,122940,8
WNF-S007,6/21/18 8:15,13.13829,22.91,7.91,-103.9,1.168,115.8,9.91,-999,1.7,1.775,41.12734,-73.80823,121440,8
WNF-S007,6/21/18 8:00,13.06626,22.81,7.89,-103,1.173,122.5,10.51,-999,1.7,1.767,41.12732,-73.80822,115940,8
WNF-S007,6/21/18 7:45,13.03301,22.87,7.89,-102.6,1.173,129.8,11.13,-999,1.8,1.762,41.12731,-73.80821,114440,8
WNF-S007,6/21/18 7:30,12.92772,22.76,7.9,-103.7,1.173,129.2,11.1,-999,1.7,1.765,41.12732,-73.80821,112940,8
WNF-S007,6/21/18 7:15,12.96097,22.96,7.93,-105.5,1.166,129.5,11.08,-999,1.7,1.759,41.12731,-73.80823,111440,8
WNF-S007,6/21/18 7:00,12.80028,22.87,7.93,-105.3,1.174,135.3,11.6,-999,2,1.757,41.12733,-73.80823,105940,9
WNF-S007,6/21/18 6:45,12.70053,22.83,7.92,-104.4,1.172,125.8,10.79,-999,2.1,1.76,41.12734,-73.80826,104440,10
WNF-S007,6/21/18 6:30,12.61187,22.92,7.89,-103.1,1.176,130.4,11.17,-999,2,1.755,41.12732,-73.80826,102940,9
WNF-S007,6/21/18 6:15,12.60079,22.81,7.87,-101.6,1.181,127.4,10.93,-999,1.7,1.754,41.12735,-73.80827,101440,9
WNF-S007,6/21/18 6:00,12.58971,23,7.87,-101.9,1.175,133.9,11.45,-999,1.8,1.752,41.12734,-73.80826,95940,10
WNF-S007,6/21/18 5:45,12.57863,22.81,7.88,-102.4,1.182,131.4,11.28,-999,1.5,1.755,41.12734,-73.80826,94440,10
WNF-S007,6/21/18 5:30,12.58417,22.94,7.9,-103.4,1.176,135.3,11.58,-999,1.8,1.749,41.12734,-73.80824,92940,10
WNF-S007,6/21/18 5:15,12.58971,22.92,7.91,-104.2,1.176,139.5,11.95,-999,1.7,1.748,41.12734,-73.80823,91440,9
WNF-S007,6/21/18 5:00,12.57863,22.8,7.94,-105.9,1.172,141.2,12.12,-999,1.6,1.738,41.12734,-73.80827,85940,7
WNF-S007,6/21/18 4:45,12.58971,22.92,7.93,-105.1,1.18,137.9,11.81,-999,1.6,1.736,41.12733,-73.80827,84440,7
WNF-S007,6/21/18 4:30,12.59525,23.05,7.93,-105.1,1.175,120.6,10.3,-999,1.7,1.733,41.12735,-73.80826,82940,9
WNF-S007,6/21/18 4:15,12.60079,23,7.91,-104.1,1.18,126.2,10.79,-999,1.8,1.741,41.12734,-73.80827,81440,10
WNF-S007,6/21/18 4:00,12.60079,23.08,7.91,-103.8,1.179,133.9,11.43,-999,1.5,1.742,41.12734,-73.80827,75940,10
WNF-S007,6/21/18 3:45,12.60079,22.96,7.9,-103.4,1.184,136.9,11.71,-999,1.7,1.743,41.12733,-73.80826,74440,8
WNF-S007,6/21/18 3:30,12.60633,23.11,7.88,-102.3,1.184,134.6,11.48,-999,1.7,1.751,41.12733,-73.80826,72940,10
WNF-S007,6/21/18 3:15,12.60633,23.13,7.86,-101.1,1.186,130.9,11.17,-999,1.5,1.756,41.12731,-73.80826,71440,9
WNF-S007,6/21/18 3:00,12.61187,22.97,7.82,-99.1,1.191,131.5,11.25,-999,1.4,1.763,41.12731,-73.80826,65940,10
WNF-S007,6/21/18 2:45,12.61741,23.06,7.81,-98.4,1.193,129.6,11.06,-999,1.7,1.765,41.1273,-73.80823,64440,10
WNF-S007,6/21/18 2:30,12.61741,23.16,7.8,-97.9,1.193,133.4,11.38,-999,1.6,1.77,41.1273,-73.80823,62940,9
WNF-S007,6/21/18 2:15,12.62296,23.11,7.8,-97.5,1.193,132.9,11.34,-999,1.4,1.771,41.12731,-73.80823,61440,10
WNF-S007,6/21/18 2:00,12.6285,23.14,7.78,-96.7,1.194,135.1,11.52,-999,1.2,1.775,41.12733,-73.80822,55940,10
WNF-S007,6/21/18 1:45,12.6285,23.12,7.77,-95.7,1.191,133.9,11.42,-999,1.3,1.779,41.1273,-73.80822,54440,9
WNF-S007,6/21/18 1:30,12.62296,23.09,7.78,-96.3,1.19,121,10.33,-999,1.3,1.783,41.12731,-73.80821,52940,8
WNF-S007,6/21/18 1:15,12.63958,23.18,7.79,-97.1,1.185,124.1,10.57,-999,0.9,1.784,41.12725,-73.80818,51440,6
WNF-S007,6/21/18 1:00,12.63404,23.02,7.78,-96.4,1.191,136.5,11.67,-999,0.9,1.791,41.12728,-73.80818,45940,7
WNF-S007,6/21/18 0:45,12.64512,23.14,7.77,-96,1.194,132.9,11.33,-999,1.2,1.788,41.12733,-73.80824,44440,7
WNF-S007,6/21/18 0:30,12.6562,23.08,7.76,-95.1,1.196,132,11.27,-999,1,1.788,41.12735,-73.80821,42940,7
WNF-S007,6/21/18 0:15,12.6562,23.09,7.77,-95.7,1.194,131.2,11.2,-999,1.2,1.786,41.12734,-73.80821,41440,8
WNF-S007,6/21/18 0:00,12.6562,23.04,7.76,-95.1,1.195,135,11.53,-999,0.9,1.775,41.12736,-73.80823,35940,8
WNF-S007,6/20/18 23:45,12.6562,23.06,7.76,-95.1,1.197,130.8,11.17,-999,0.6,1.77,41.12734,-73.80821,34440,6
WNF-S007,6/20/18 23:30,12.66728,23.11,7.78,-96.8,1.196,137.2,11.71,-999,0.7,1.771,41.12735,-73.80821,32940,8
WNF-S007,6/20/18 23:15,12.66728,23.09,7.78,-96.5,1.19,140.1,11.96,-999,0.4,1.769,41.12734,-73.80821,31440,8
WNF-S007,6/20/18 23:00,12.67837,23.11,7.87,-101.7,1.186,139.9,11.94,-999,0.6,1.765,41.12733,-73.80823,25940,8
WNF-S007,6/20/18 22:45,12.67837,23.08,7.92,-104.8,1.178,143.2,12.23,-999,0.8,1.766,41.12736,-73.80827,24440,7
WNF-S007,6/20/18 22:30,12.68391,23.2,7.89,-102.8,1.179,138.4,11.79,-999,0.9,1.766,41.1273,-73.80821,22940,6
WNF-S007,6/20/18 22:15,12.68945,23.14,7.87,-101.7,1.187,126.2,10.76,-999,1,1.768,41.12728,-73.80821,21440,7
WNF-S007,6/20/18 22:00,12.68945,23.15,7.86,-101.3,1.19,125.9,10.73,-999,0.9,1.768,41.12728,-73.80824,15940,7
WNF-S007,6/20/18 21:45,12.69513,23.12,7.8,-97.4,1.196,138,11.77,-999,1,1.768,41.1273,-73.80822,14440,8
WNF-S007,6/20/18 21:30,12.69504,23.07,7.8,-97.5,1.201,138.8,11.85,-999,0.6,1.766,41.12728,-73.80822,12940,7
WNF-S007,6/20/18 21:15,12.70609,23.15,7.77,-95.8,1.191,142.2,12.12,-999,0.3,1.772,41.1273,-73.80821,11440,7
WNF-S007,6/20/18 21:00,12.701,23.06,7.81,-98.3,1.193,142.1,12.13,-999,0.3,1.768,41.12732,-73.80826,5940,7
WNF-S007,6/20/18 20:45,12.71192,23.14,7.83,-99.7,1.194,140.8,12.01,-999,0.7,1.766,41.12727,-73.80818,4440,6
WNF-S007,6/20/18 20:30,12.71307,23.1,7.87,-102.1,1.19,139.7,11.92,-999,0.6,1.764,41.12727,-73.80823,2940,7
WNF-S007,6/20/18 20:15,12.72383,23.14,7.9,-103.6,1.184,143.8,12.27,-999,1,1.761,41.12732,-73.8082,1440,7
WNF-S007,6/20/18 20:00,12.74096,23.17,7.83,-99.4,1.191,143.8,12.25,-999,0.7,1.757,41.12731,-73.80827,235940,7
WNF-S007,6/20/18 19:45,12.77377,23.04,7.81,-98.5,1.204,143.8,12.29,-999,1,1.756,41.12731,-73.80828,234440,9
WNF-S007,6/20/18 19:30,12.79663,23.19,7.83,-99.2,1.19,144.4,12.3,-999,0.9,1.757,41.1273,-73.80827,232940,9
WNF-S007,6/20/18 19:15,13.64381,23.17,7.87,-101.9,1.195,131.8,11.23,-999,0.9,1.758,41.12728,-73.80826,231440,9
WNF-S007,6/20/18 19:00,14.24825,23.22,7.9,-103.9,1.187,132.2,11.25,-999,0.9,1.759,41.1273,-73.80826,225940,9
WNF-S007,6/20/18 18:45,14.23685,23.1,7.9,-103.4,1.189,142.8,12.18,-999,0.9,1.756,41.1273,-73.80827,224440,9
WNF-S007,6/20/18 18:30,14.17161,23.14,7.9,-103.5,1.186,144.1,12.29,-999,0.7,1.76,41.12727,-73.80826,222940,8
WNF-S007,6/20/18 18:15,14.13387,23.18,7.87,-101.8,1.19,140.1,11.93,-999,1,1.761,41.12728,-73.80826,221440,9
WNF-S007,6/20/18 18:00,14.21727,23.23,7.82,-99,1.199,139.3,11.86,-999,1.1,1.76,41.12728,-73.80826,215940,8
WNF-S007,6/20/18 17:45,14.26695,23.09,7.85,-100.6,1.202,140.9,12.03,-999,1.1,1.771,41.1273,-73.80826,214440,9
WNF-S007,6/20/18 17:30,14.17887,22.98,7.85,-100.6,1.208,141.3,12.09,-999,1,1.775,41.12731,-73.80827,212940,9
WNF-S007,6/20/18 17:15,13.91325,23.2,7.82,-98.7,1.203,139.8,11.91,-999,1.2,1.78,41.12734,-73.80823,211440,8
WNF-S007,6/20/18 17:00,13.82456,23.05,7.82,-99,1.208,143.1,12.22,-999,1.3,1.778,41.12732,-73.80828,205940,9
WNF-S007,6/20/18 16:45,14.21812,23.03,7.86,-101.4,1.2,145.9,12.46,-999,1.3,1.784,41.12732,-73.80826,204440,8
WNF-S007,6/20/18 16:30,13.79685,23.12,7.87,-102,1.193,145,12.37,-999,1.5,1.793,41.12731,-73.80824,202940,8
WNF-S007,6/20/18 16:15,14.08509,23.07,7.87,-101.6,1.2,133.2,11.38,-999,1.6,1.794,41.12732,-73.80824,201440,7
WNF-S007,6/20/18 16:00,13.81902,23.05,7.92,-104.6,1.196,137.5,11.74,-999,1.5,1.796,41.12734,-73.80824,195940,8
WNF-S007,6/20/18 15:45,13.65827,22.98,7.95,-106.5,1.181,146.7,12.54,-999,1.3,1.802,41.12732,-73.80824,194440,9
WNF-S007,6/20/18 15:30,13.73033,23.14,7.94,-106,1.172,148.7,12.68,-999,1.6,1.803,41.12732,-73.80821,192940,9
WNF-S007,6/20/18 15:15,13.83565,23.04,7.96,-106.8,1.166,148.6,12.7,-999,1.4,1.809,41.12734,-73.80821,191440,8
WNF-S007,6/20/18 15:00,13.61392,23.07,7.91,-104.2,1.173,140.4,11.99,-999,1.4,1.815,41.12734,-73.80823,185940,9
WNF-S007,6/20/18 14:45,13.66381,23.05,7.88,-102.2,1.182,141.3,12.07,-999,1.4,1.817,41.12735,-73.80826,184440,10
WNF-S007,6/20/18 14:30,13.48089,23.02,7.87,-102,1.176,142.7,12.2,-999,1.6,1.822,41.12735,-73.80826,182940,10
WNF-S007,6/20/18 14:15,13.76913,23.01,7.86,-101.3,1.182,139.1,11.89,-999,1.4,1.825,41.12736,-73.80823,181439,10
WNF-S007,6/20/18 14:00,13.77445,22.75,7.85,-100.5,1.18,140.1,12.04,-999,0.4,1.828,41.12734,-73.80822,175939,10
WNF-S007,6/20/18 13:45,13.45864,22.79,7.83,-99.5,1.184,141.7,12.16,-999,1.4,1.828,41.12734,-73.80826,174439,10
WNF-S007,6/20/18 13:30,13.54681,22.98,7.85,-100.9,1.185,137,11.72,-999,1.4,1.828,41.12734,-73.80826,172939,10
WNF-S007,6/20/18 13:15,13.4914,22.97,7.86,-101.4,1.187,139.6,11.95,-999,1.4,1.833,41.12734,-73.80827,171439,9
WNF-S007,6/20/18 13:00,14.00604,22.92,7.85,-100.6,1.183,126.6,10.84,-999,0.2,1.846,41.1273,-73.80826,165939,10
WNF-S007,6/20/18 12:45,13.92958,22.81,7.84,-100,1.184,127.4,10.93,-999,1.6,1.854,41.12732,-73.80823,164439,9
WNF-S007,6/20/18 12:30,14.05657,22.75,7.78,-96.3,1.183,138.5,11.89,-999,1.3,1.861,41.12734,-73.80824,162939,9
WNF-S007,6/20/18 12:15,13.74657,22.7,7.75,-94.9,1.184,137.4,11.81,-999,1.4,1.87,41.12732,-73.80824,161439,10
WNF-S007,6/20/18 12:00,13.57896,22.88,7.75,-94.5,1.183,130.3,11.16,-999,1.6,1.877,41.12734,-73.8083,155939,9
WNF-S007,6/20/18 11:45,13.56718,22.6,7.75,-94.8,1.187,130.7,11.26,-999,1.5,1.875,41.12733,-73.80827,154439,10
WNF-S007,6/20/18 11:30,13.93239,22.63,7.75,-94.9,1.185,130.8,11.26,-999,1.4,1.88,41.12732,-73.80826,152939,10
WNF-S007,6/20/18 11:15,13.5109,22.62,7.75,-94.5,1.187,128.1,11.03,-999,1.5,1.886,41.12731,-73.80823,151449,9
WNF-S007,6/20/18 11:00,13.57781,22.71,7.73,-93.3,1.183,127.8,10.98,-999,1.6,1.893,41.12731,-73.80823,145939,9
WNF-S007,6/20/18 10:45,13.637,22.59,7.72,-93,1.185,120,10.34,-999,1.2,1.896,41.12732,-73.80823,144439,8
WNF-S007,6/20/18 10:30,14.20775,22.66,7.7,-91.8,1.187,119.1,10.24,-999,1.3,1.889,41.12731,-73.80823,142939,9
WNF-S007,6/20/18 10:15,14.13571,22.6,7.8,-97.7,1.187,129,11.12,-999,1.3,1.897,41.1273,-73.80823,141439,7
WNF-S007,6/20/18 10:00,13.76445,22.62,7.84,-100.1,1.185,111.1,9.57,-999,1.3,1.907,41.1273,-73.80823,135939,8
WNF-S007,6/20/18 9:45,13.94177,22.65,7.88,-102.3,1.172,105.2,9.05,-999,1.1,1.911,41.12733,-73.80828,134449,9
WNF-S007,6/20/18 9:30,13.94731,22.84,7.84,-100.1,1.17,115.8,9.93,-999,1.5,1.914,41.12736,-73.8083,132939,8
WNF-S007,6/20/18 9:15,13.55942,22.84,7.85,-100.7,1.167,115.7,9.92,-999,1.4,1.92,41.12736,-73.8083,131449,7
WNF-S007,6/20/18 9:00,13.30452,22.74,7.84,-99.9,1.179,113.5,9.75,-999,1.4,1.926,41.12735,-73.80827,125949,8
WNF-S007,6/20/18 8:45,13.2879,22.83,7.81,-98.1,1.173,116.3,9.979999,-999,1.6,1.924,41.12734,-73.80826,124449,7
WNF-S007,6/20/18 8:30,13.21032,22.71,7.78,-96.5,1.18,114.6,9.86,-999,1.2,1.924,41.12734,-73.80823,122939,9
WNF-S007,6/20/18 8:15,13.11058,22.82,7.83,-99.4,1.171,108.6,9.32,-999,1.7,1.927,41.12735,-73.80822,121449,7
WNF-S007,6/20/18 8:00,13.02192,22.7,7.76,-95.6,1.181,116.4,10.01,-999,1.5,1.924,41.12734,-73.80821,115949,9
WNF-S007,6/20/18 7:45,12.94434,22.83,7.72,-93.2,1.179,117.2,10.05,-999,1.5,1.923,41.12734,-73.80822,114439,9
WNF-S007,6/20/18 7:30,12.82244,22.9,7.71,-92.6,1.182,120.5,10.32,-999,1.7,1.92,41.12731,-73.80822,112939,10
WNF-S007,6/20/18 7:15,12.73378,22.82,7.72,-92.8,1.184,120.6,10.34,-999,1.7,1.924,41.12734,-73.80826,111439,10
WNF-S007,6/20/18 7:00,12.70053,22.77,7.72,-92.7,1.184,110,9.45,-999,1.4,1.929,41.12734,-73.80824,105939,10
WNF-S007,6/20/18 6:45,12.66728,22.86,7.74,-94.2,1.187,111,9.520001,-999,1.4,1.919,41.12735,-73.80827,104449,9
WNF-S007,6/20/18 6:30,12.65054,22.81,7.73,-93.7,1.188,121.9,10.46,-999,1.4,1.921,41.12734,-73.80826,102949,9
WNF-S007,6/20/18 6:15,12.62295,22.78,7.74,-94.4,1.186,126.3,10.85,-999,1.5,1.921,41.12734,-73.80826,101439,9
WNF-S007,6/20/18 6:00,12.61732,22.88,7.7,-92.1,1.19,127.1,10.89,-999,1.4,1.918,41.12736,-73.80826,95939,9
WNF-S007,6/20/18 5:45,12.60068,22.89,7.69,-91.3,1.19,128.7,11.03,-999,1.4,1.912,41.12734,-73.80826,94439,10
WNF-S007,6/20/18 5:30,12.57845,22.87,7.68,-90.9,1.191,129.5,11.1,-999,1.5,1.905,41.12735,-73.80827,92949,9
WNF-S007,6/20/18 5:15,12.58416,22.91,7.69,-91.5,1.191,115,9.85,-999,1.2,1.9,41.12733,-73.80824,91439,10
WNF-S007,6/20/18 5:00,12.60079,22.83,7.7,-91.6,1.194,124.4,10.67,-999,1.1,1.9,41.12734,-73.80826,85939,8
WNF-S007,6/20/18 4:45,12.60079,22.91,7.71,-92.5,1.192,133.4,11.43,-999,1,1.893,41.12734,-73.8083,84449,8
WNF-S007,6/20/18 4:30,12.60633,22.84,7.72,-93,1.193,135.8,11.65,-999,0,1.882,41.12734,-73.80826,82939,9
WNF-S007,6/20/18 4:15,12.60079,22.94,7.74,-93.9,1.185,134.8,11.54,-999,1,1.886,41.12733,-73.8083,81449,9
WNF-S007,6/20/18 4:00,12.60633,22.93,7.75,-94.8,1.186,125.9,10.78,-999,1.1,1.886,41.12734,-73.8083,75949,9
WNF-S007,6/20/18 3:45,12.61187,22.89,7.76,-95.3,1.186,128.8,11.03,-999,1.3,1.884,41.12734,-73.80826,74449,9
WNF-S007,6/20/18 3:30,12.61187,22.82,7.73,-93.3,1.185,139.2,11.94,-999,0.8,1.882,41.12734,-73.80826,72949,8
WNF-S007,6/20/18 3:15,12.61187,22.87,7.73,-93.6,1.184,134.6,11.53,-999,0.8,1.884,41.1273,-73.80826,71439,9
WNF-S007,6/20/18 3:00,12.61187,22.89,7.65,-88.7,1.189,138.5,11.87,-999,0.8,1.883,41.12731,-73.80826,65949,9
WNF-S007,6/20/18 2:45,12.62296,22.86,7.63,-87.5,1.197,136.6,11.71,-999,0.7,1.886,41.12728,-73.80823,64439,9
WNF-S007,6/20/18 2:30,12.61741,22.82,7.63,-87.7,1.198,137.7,11.82,-999,0.7,1.88,41.12733,-73.80824,62939,10
WNF-S007,6/20/18 2:15,12.6285,22.88,7.63,-87.7,1.198,137.5,11.78,-999,0.8,1.876,41.1273,-73.80826,61449,10
WNF-S007,6/20/18 2:00,12.62296,22.9,7.64,-88,1.195,120.3,10.3,-999,0.5,1.872,41.1273,-73.80824,55949,10
WNF-S007,6/20/18 1:45,12.62296,22.8,7.64,-88.3,1.199,128.1,10.99,-999,0.6,1.874,41.1273,-73.80823,54440,8
WNF-S007,6/20/18 1:30,12.63404,22.88,7.63,-87.9,1.197,135.7,11.63,-999,0.6,1.876,41.1273,-73.80826,52940,8
WNF-S007,6/20/18 1:15,12.63958,22.97,7.62,-87.3,1.194,139.8,11.96,-999,0.6,1.875,41.1273,-73.80823,51450,7
WNF-S007,6/20/18 1:00,12.64512,22.96,7.64,-88.1,1.194,139.1,11.9,-999,0.1,1.871,41.1273,-73.80823,45940,5
WNF-S007,6/20/18 0:45,12.63958,22.86,7.64,-88.4,1.198,138.7,11.89,-999,0.5,1.876,41.12734,-73.80823,44450,6
WNF-S007,6/20/18 0:30,12.65066,22.87,7.64,-88.4,1.198,130.9,11.22,-999,0.1,1.872,41.12734,-73.80823,42940,8
WNF-S007,6/20/18 0:15,12.64512,22.95,7.65,-88.8,1.194,130.6,11.18,-999,0.4,1.866,41.12736,-73.80823,41450,8
WNF-S007,6/20/18 0:00,12.6562,22.92,7.65,-89.1,1.193,136.7,11.71,-999,0,1.87,41.12735,-73.80823,35950,7
WNF-S007,6/19/18 23:45,12.66174,22.97,7.65,-88.8,1.194,138.9,11.88,-999,3.3,1.868,41.12735,-73.80821,34440,8
WNF-S007,6/19/18 23:30,12.66728,22.94,7.65,-88.8,1.193,139.3,11.92,-999,3.8,1.866,41.12736,-73.80823,32940,8
WNF-S007,6/19/18 23:15,12.66728,22.94,7.65,-88.7,1.194,138.5,11.85,-999,0.1,1.876,41.12734,-73.80823,31440,8
WNF-S007,6/19/18 23:00,12.67283,22.86,7.66,-89.3,1.197,138.7,11.89,-999,0.3,1.876,41.12738,-73.80827,25950,8
WNF-S007,6/19/18 22:45,12.67837,22.98,7.66,-89.7,1.192,128.5,10.99,-999,0.4,1.88,41.12734,-73.80823,24440,7
WNF-S007,6/19/18 22:30,12.68391,22.89,7.66,-89.6,1.196,136.9,11.73,-999,0.6,1.876,41.12724,-73.80816,22950,8
WNF-S007,6/19/18 22:15,12.68391,22.97,7.65,-88.6,1.195,137,11.72,-999,0.6,1.873,41.12731,-73.80821,21440,7
